"Compound.Name","Column","z","QE.LinRange","QE.RF.ratio","QE.RSD","TQS.LinRange","TQS.RF.ratio","TQS.RSD","Compound.Type","Compound.Name_old","Compound.Name_figure","Compound.Name_SQL","Emperical.Formula","RT..min.","m.z","ionization_form","KEGG_Code","ChEBI_Code","Liquid.Fraction","Conc..uM","HILICMix","Date.added","Classyfire","Priority","KEGG_Names","PubChem_Code","PubChem_Formula","InChI_Key_Code","Canon_SMILES_Code","IUPAC_Code"
"Succinylglycine","HILIC",1,NA,NA,NA,NA,NA,NA,"New6","Succinylglycine","Succinylglycine","Succinylglycine","C6H9NO5",12.58,176.055899,"[M+H]",NA,NA,"Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives; level 8: N-acyl-alpha amino acids",TRUE,NA,14954082,"C6H9NO5","HQESMQVYRAJTEA-UHFFFAOYSA-N","C(CC(=O)O)C(=O)NCC(=O)O","4-(carboxymethylamino)-4-oxobutanoic acid"
"Acetylglycine","HILIC",-1,NA,NA,NA,NA,NA,NA,"New6","Acetylglycine","Acetylglycine","Acetylglycine","C4H7NO3",7.81,116.034769,"[M-H]",NA,NA,"Aq",5,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives; level 8: N-acyl-alpha amino acids",TRUE,NA,NA,NA,"OKJIRPAQVSHGFK-UHFFFAOYSA-N","CC(=O)NCC(=O)O","2-acetamidoacetic acid"
"Butyrylglycine","HILIC",-1,NA,NA,NA,NA,NA,NA,"New6","Butyrylglycine","Butyrylglycine","Butyrylglycine","C6H11NO3",2.92,144.066069,"[M-H]",NA,NA,"Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives; level 8: N-acyl-alpha amino acids",TRUE,NA,NA,NA,"WPSSBBPLVMTKRN-UHFFFAOYSA-N","CCCC(=O)NCC(=O)O","2-(butanoylamino)acetic acid"
"Ergothioneine","HILIC",1,NA,NA,NA,NA,NA,NA,"New6","Ergothioneine","Ergothioneine","Ergothioneine","C9H15N3O2S",11.29,230.096324,"[M+H]","cpd:C05570","ChEBI:4828","Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Histidine and derivatives",TRUE,"Ergothioneine",5351619,"C9H15N3O2S","SSISHJJTAXXQAX-ZETCQYMHSA-N","C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)[O-]","(2S)-3-(2-sulfanylidene-1,3-dihydroimidazol-4-yl)-2-(trimethylazaniumyl)propanoate"
"Glutamylphenylalanine","HILIC",1,NA,NA,NA,NA,NA,NA,"New6","Glutamylphenylalanine","GMPA","Glutamylphenylalanine","C14H18N2O5",9.55,295.129398,"[M+H]",NA,NA,"Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Dipeptides; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Dipeptides",TRUE,NA,558649,"C14H18N2O5","XHHOHZPNYFQJKL-UHFFFAOYSA-N","C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC(C(=O)O)N","2-amino-5-[(1-carboxy-2-phenylethyl)amino]-5-oxopentanoic acid"
"Glutamylphenylalanine","HILIC",-1,NA,NA,NA,NA,NA,NA,"New6","Glutamylphenylalanine","GMPA","Glutamylphenylalanine","C14H18N2O5",9.55,293.113748,"[M-H]",NA,NA,"Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Dipeptides; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Dipeptides",FALSE,NA,558649,"C14H18N2O5","XHHOHZPNYFQJKL-UHFFFAOYSA-N","C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC(C(=O)O)N","2-amino-5-[(1-carboxy-2-phenylethyl)amino]-5-oxopentanoic acid"
"N-Acetyl-L-glutamic acid","HILIC",-1,NA,NA,NA,NA,NA,NA,"New6","Acetylglutamic acid","Acetylglutamic acid","Acetylglutamic acid","C7H11NO5",11.84,188.055899,"[M-H]","cpd:C00624","ChEBI:172431","Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives",NA,"N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid",70914,"C7H11NO5","RFMMMVDNIPUKGG-YFKPBYRVSA-N","CC(=O)NC(CCC(=O)O)C(=O)O","(2S)-2-acetamidopentanedioic acid"
"N-Acetyl-L-glutamic acid","HILIC",1,NA,NA,NA,NA,NA,NA,"New6","Acetylglutamic acid","Acetylglutamic acid","Acetylglutamic acid","C7H11NO5",11.84,190.071549,"[M+H]","cpd:C00624","ChEBI:172431","Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives",FALSE,"N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid",70914,"C7H11NO5","RFMMMVDNIPUKGG-YFKPBYRVSA-N","CC(=O)NC(CCC(=O)O)C(=O)O","(2S)-2-acetamidopentanedioic acid"
"(3-Carboxypropyl)trimethylammonium","HILIC",1,NA,NA,NA,NA,NA,NA,"New6","(3-Carboxypropyl)trimethylammonium (TMAB)","TMAB","TMAB","C7H16NO2",9.91,146.118104,"[M]",NA,NA,"Aq",4,"Mix1",190715,NA,TRUE,NA,NA,NA,NA,NA,NA
"Adenine","HILIC",1,NA,NA,NA,NA,NA,NA,"Nucleic Acid","Adenine","Adenine","Adenine","C5H5N5",4.72,136.06232,"[M+H]","cpd:C00147","ChEBI:16708","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines",TRUE,"Adenine; 6-Aminopurine",190,"C5H5N5","GFFGJBXGBJISGV-UHFFFAOYSA-N","C1=NC2=NC=NC(=C2N1)N","7H-purin-6-amine"
"Adenine","HILIC",-1,"100 - >10000","0.952","22.9","<10 - 1000","1.107","6.1","Nucleic Acid","Adenine","Adenine","Adenine","C5H5N5",4.72,134.0462,"[M-H]","cpd:C00147","ChEBI:16708","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines",FALSE,"Adenine; 6-Aminopurine",190,"C5H5N5","GFFGJBXGBJISGV-UHFFFAOYSA-N","C1=NC2=NC=NC(=C2N1)N","7H-purin-6-amine"
"Cytosine","HILIC",-1,"10000 - >10000","dl","dl","500 - >10000","dl","dl","Nucleic Acid","Cytosine","Cytosine","Cytosine","C4H5N3O",7.41,110.035437,"[M-H]","cpd:C00380","ChEBI:16040","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Pyrimidones; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Pyrimidones",FALSE,"Cytosine",597,"C4H5N3O","OPTASPLRGRRNAP-UHFFFAOYSA-N","C1=C(NC(=O)N=C1)N","6-amino-1H-pyrimidin-2-one"
"Cytosine","HILIC",1,NA,NA,NA,NA,NA,NA,"Nucleic Acid","Cytosine","Cytosine","Cytosine","C4H5N3O",7.41,112.051087,"[M+H]","cpd:C00380","ChEBI:16040","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Pyrimidones; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Pyrimidones",TRUE,"Cytosine",597,"C4H5N3O","OPTASPLRGRRNAP-UHFFFAOYSA-N","C1=C(NC(=O)N=C1)N","6-amino-1H-pyrimidin-2-one"
"Guanine","HILIC",-1,NA,"1.159","12.2",NA,"1.617","8.5","Nucleic Acid","Guanine","Guanine","Guanine","C5H5N5O",8.61,150.041585,"[M-H]","cpd:C00242","ChEBI:16235","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives",FALSE,"Guanine; 2-Amino-6-hydroxypurine",135398634,"C5H5N5O","UYTPUPDQBNUYGX-UHFFFAOYSA-N","C1=NC2=C(N1)C(=O)NC(=N2)N","2-amino-1,7-dihydropurin-6-one"
"Guanine","HILIC",1,NA,NA,NA,NA,NA,NA,"Nucleic Acid","Guanine","Guanine","Guanine","C5H5N5O",8.61,152.057235,"[M+H]","cpd:C00242","ChEBI:16235","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives",TRUE,"Guanine; 2-Amino-6-hydroxypurine",135398634,"C5H5N5O","UYTPUPDQBNUYGX-UHFFFAOYSA-N","C1=NC2=C(N1)C(=O)NC(=N2)N","2-amino-1,7-dihydropurin-6-one"
"Thymine","HILIC",1,NA,NA,NA,NA,NA,NA,"Nucleic Acid","Thymine","Thymine","Thymine","C5H6N2O2",3.02,127.050753,"[M+H]","cpd:C00178","ChEBI:17821","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Hydroxypyrimidines; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Hydroxypyrimidines",FALSE,"Thymine; 5-Methyluracil",1135,"C5H6N2O2","RWQNBRDOKXIBIV-UHFFFAOYSA-N","CC1=CNC(=O)NC1=O","5-methyl-1H-pyrimidine-2,4-dione"
"Thymine","HILIC",-1,"100 - >10000","0.913","10.4","100 - 1000","1.113","2.5","Nucleic Acid","Thymine","Thymine","Thymine","C5H6N2O2",3.02,125.035103,"[M-H]","cpd:C00178","ChEBI:17821","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Hydroxypyrimidines; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Hydroxypyrimidines",TRUE,"Thymine; 5-Methyluracil",1135,"C5H6N2O2","RWQNBRDOKXIBIV-UHFFFAOYSA-N","CC1=CNC(=O)NC1=O","5-methyl-1H-pyrimidine-2,4-dione"
"Uracil","HILIC",-1,"500 - 1000","0.825","5.2","20 - 1000","0.794","11","Nucleic Acid","Uracil","Uracil","Uracil","C4H4N2O2",4,111.019453,"[M-H]","cpd:C00106","ChEBI:17568","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Pyrimidones",TRUE,"Uracil",1174,"C4H4N2O2","ISAKRJDGNUQOIC-UHFFFAOYSA-N","C1=CNC(=O)NC1=O","1H-pyrimidine-2,4-dione"
"Adenosine","HILIC",1,NA,NA,NA,NA,NA,NA,"Nucleoside","Adenosine","Adenosine","Adenosine","C10H13N5O4",4.46,268.10458,"[M+H]","cpd:C00212","ChEBI:16335","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides",TRUE,"Adenosine",60961,"C10H13N5O4","OIRDTQYFTABQOQ-KQYNXXCUSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
"Adenosine","HILIC",-1,"500 - >10000","0.836","12.1","100 - >10000","0.811","22.1","Nucleoside","Adenosine","Adenosine","Adenosine","C10H13N5O4",4.46,266.08948,"[M-H]","cpd:C00212","ChEBI:16335","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides",FALSE,"Adenosine",60961,"C10H13N5O4","OIRDTQYFTABQOQ-KQYNXXCUSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
"Cytidine","HILIC",-1,"100 - >10000","0.348","18.4","100 - 1000","0.518","7.7","Nucleoside","Cytidine","Cytidine","Cytidine","C9H13N3O5",8.55,242.077697,"[M-H]","cpd:C00475","ChEBI:17562","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides",FALSE,"Cytidine",6175,"C9H13N3O5","UHDGCWIWMRVCDJ-XVFCMESISA-N","C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O","4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"
"Cytidine","HILIC",1,NA,NA,NA,NA,NA,NA,"Nucleoside","Cytidine","Cytidine","Cytidine","C9H13N3O5",8.55,244.093347,"[M+H]","cpd:C00475","ChEBI:17562","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides",TRUE,"Cytidine",6175,"C9H13N3O5","UHDGCWIWMRVCDJ-XVFCMESISA-N","C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O","4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"
"Guanosine","HILIC",1,NA,NA,NA,NA,NA,NA,"Nucleoside","Guanosine","Guanosine","Guanosine","C10H13N5O5",9.06,284.099495,"[M+H]","cpd:C00387","ChEBI:16750","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides",TRUE,"Guanosine",135398635,"C10H13N5O5","NYHBQMYGNKIUIF-UUOKFMHZSA-N","C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one"
"Guanosine","HILIC",-1,"100 - >10000","0.609","13.7","<10 - 1000","4.329","16.5","Nucleoside","Guanosine","Guanosine","Guanosine","C10H13N5O5",9.06,282.083845,"[M-H]","cpd:C00387","ChEBI:16750","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides",FALSE,"Guanosine",135398635,"C10H13N5O5","NYHBQMYGNKIUIF-UUOKFMHZSA-N","C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one"
"Thymidine","HILIC",-1,"1000 - >10000","0.909","17.7","500 - 1000","1.336","21.1","Nucleoside","Thymidine","Thymidine","Thymidine","C10H14N2O5",3.27,241.082448,"[M-H]","cpd:C00214","ChEBI:17748","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides; subclass: Pyrimidine 2'-deoxyribonucleosides",TRUE,"Thymidine; Deoxythymidine",5789,"C10H14N2O5","IQFYYKKMVGJFEH-XLPZGREQSA-N","CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O","1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione"
"Uridine","HILIC",-1,"100 - >10000","0.91","13.1","<10 - 1000","0.965","22.1","Nucleoside","Uridine","Uridine","Uridine","C9H12N2O6",6.02,243.061713,"[M-H]","cpd:C00299","ChEBI:16704","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides",TRUE,"Uridine",6029,"C9H12N2O6","DRTQHJPVMGBUCF-XVFCMESISA-N","C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O","1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione"
"UDP-N-acetylglucosamine","HILIC",-1,"20 - >10000","0.881","16.5","100 - >10000","1.068","12.3","Nucleotide sugar","UDP-glucosamine","UDP-glucosamine","UDP glucosamine","C17H27N3O17P2",12.75,606.073753,"[M-H]","cpd:C00043","ChEBI:16264","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleotides; subclass: Pyrimidine nucleotide sugars",TRUE,"UDP-N-acetyl-alpha-D-glucosamine; UDP-N-acetyl-D-glucosamine; UDP-N-acetylglucosamine",NA,NA,"LFTYTUAZOPRMMI-CFRASDGPSA-N","CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O","[(2R,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate"
"UDP-glucose","HILIC",-1,"20 - >10000","0.747","14.6","<10 - >10000","0.928","9.4","Nucleotide sugar","UDP-glucose","UDP-glucose","UDP glucose","C15H24N2O17P2",13.59,565.047204,"[M-H]","cpd:C00029","ChEBI:167608","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleotides; subclass: Pyrimidine nucleotide sugars",TRUE,"UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose",NA,NA,"HSCJRCZFDFQWRP-JZMIEXBBSA-N","C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O","[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate"
"cis-Aconitic acid","HILIC",-1,"500 - 1000","1.196","22.6","<10 - 1000","1.175","15.5","Organic Acid","Aconitic Acid","Aconitic acid","Aconitic acid","C6H6O6",14.21,173.008615,"[M-H]","cpd:C00417","ChEBI:16383","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Tricarboxylic acids and derivatives",TRUE,"cis-Aconitate; cis-Aconitic acid",643757,"C6H6O6","GTZCVFVGUGFEME-IWQZZHSRSA-N","C(C(=CC(=O)O)C(=O)O)C(=O)O","(Z)-prop-1-ene-1,2,3-tricarboxylic acid"
"Citric acid","HILIC",-1,"500 - >10000","1.136","25","100 - >10000","0.934","6.9","Organic Acid","Citric Acid","Citric acid","Citric acid","C6H8O7",15.65,191.01918,"[M-H]","cpd:C00158","ChEBI:16947","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Tricarboxylic acids and derivatives",TRUE,"Citrate; Citric acid; 2-Hydroxy-1,2,3-propanetricarboxylic acid; 2-Hydroxytricarballylic acid",311,"C6H8O7","KRKNYBCHXYNGOX-UHFFFAOYSA-N","C(C(=O)O)C(CC(=O)O)(C(=O)O)O","2-hydroxypropane-1,2,3-tricarboxylic acid"
"D-Gluconic acid","HILIC",-1,"20 - 1000","0.568","29.4","<10 - 1000","0.748","10.6","Organic Acid","Gluconic Acid","Gluconic acid","Gluconic acid","C6H12O7",10.79,195.05048,"[M-H]","cpd:C00257","ChEBI:18391","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Sugar acids and derivatives",TRUE,"D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid",NA,NA,"RGHNJXZEOKUKBD-SQOUGZDYSA-N","C(C(C(C(C(C(=O)O)O)O)O)O)O","(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid"
"Isocitric acid","HILIC",-1,"500 - >10000","0.929","44.7","20 - >10000","0.982","18.4","Organic Acid","Isocitric Acid","Isocitric acid","Isocitric acid","C6H8O7",15.65,191.01918,"[M-H]","cpd:C00311","ChEBI:16087","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Tricarboxylic acids and derivatives",TRUE,"Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid",1198,"C6H8O7","ODBLHEXUDAPZAU-UHFFFAOYSA-N","C(C(C(C(=O)O)O)C(=O)O)C(=O)O","1-hydroxypropane-1,2,3-tricarboxylic acid"
"2-Ketoglutaric acid","HILIC",-1,"1000 - >10000","0.867","14.7","500 - >10000","1.114","5.9","Organic Acid","Ketoglutaric Acid","Ketoglutaric acid","Ketoglutaric acid","C5H6O5",10.845,145.0137,"[M-H]","cpd:C00026","ChEBI:16810","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Keto acids and derivatives; subclass: Gamma-keto acids and derivatives",TRUE,"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid",NA,NA,"KPGXRSRHYNQIFN-UHFFFAOYSA-N","C(CC(=O)O)C(=O)C(=O)O","2-oxopentanedioic acid"
"Malic acid","HILIC",-1,"100 - >10000","0.725","17.8","100 - 1000","0.982","21.4","Organic Acid","Malic Acid","Malic acid","Malic acid","C4H6O5",11.97,133.0137,"[M-H]","cpd:C00149","ChEBI:15589","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Hydroxy acids and derivatives; subclass: Beta hydroxy acids and derivatives",TRUE,"(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid",525,"C4H6O5","BJEPYKJPYRNKOW-UHFFFAOYSA-N","C(C(C(=O)O)O)C(=O)O","2-hydroxybutanedioic acid"
"Fumaric acid","HILIC",-1,"dl","dl","dl","500 - >10000","0.9","16.5","Organic Acid","Fumaric Acid","Fumaric acid","Fumaric acid","C4H4O4",12.7,115.003135,"[M-H]","cpd:C00122","ChEBI:18012","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Dicarboxylic acids and derivatives",TRUE,"Fumarate; Fumaric acid; trans-Butenedioic acid",444972,"C4H4O4","VZCYOOQTPOCHFL-OWOJBTEDSA-N","C(=CC(=O)O)C(=O)O","(E)-but-2-enedioic acid"
