"","Compound_Name","KEGG_Names","ChEBI_Code","IUPAC_Code","InChI_Key_Code","Canon_SMILES_Code","Classyfire","Compound_Name_SQL"
"339","N-Tetradecanoyl-DL-homoserine lactone",NA,NA,"N-(2-oxooxolan-3-yl)tetradecanamide","ZQAYHOXXVBVXPZ-UHFFFAOYSA-N","CCCCCCCCCCCCCC(=O)NC1CCOC1=O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives","C14 HSL"
"340","O-Acetylcarnitine","O-Acetylcarnitine; O-Acetyl-L-carnitine","ChEBI:15960","[(2R)-2-acetyloxy-3-carboxypropyl]-trimethylazanium","RDHQFKQIGNGIED-MRVPVSSYSA-O","CC(=O)OC(CC(=O)O)C[N+](C)(C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines","Acetyl L carnitine"
"342","O-Acetyl-L-serine","O-Acetyl-L-serine; O3-Acetyl-L-serine","ChEBI:17981","(2S)-3-acetyloxy-2-aminopropanoic acid","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OCC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","N Acetylserine"
"343","O-Methylmalonyl-L-carnitine",NA,"CHEBI:85473","(3R)-3-(2-carboxypropanoyloxy)-4-(trimethylazaniumyl)butanoate","XROYFEWIXXCPAW-BRFYHDHCSA-N","CC(C(=O)O)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines","MMC"
"344","Ophthalmic acid","Ophthalmate; gamma-L-Glutamyl-L-2-aminobutyrylglycine","CHEBI:84058","(2S)-2-amino-5-[[(2S)-1-(carboxymethylamino)-1-oxobutan-2-yl]amino]-5-oxopentanoic acid","JCMUOFQHZLPHQP-BQBZGAKWSA-N","CCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Oligopeptides; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Oligopeptides","Ophthalmic acid"
"346","O-Propionylcarnitine","O-Propanoylcarnitine; O-Propionylcarnitine","ChEBI:28867","3-propanoyloxy-4-(trimethylazaniumyl)butanoate","UFAHZIUFPNSHSL-UHFFFAOYSA-N","CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines","O Propionylcarnitine"
"348","Orotic acid","Orotate; Orotic acid; Uracil-6-carboxylic acid","ChEBI:16742","2,4-dioxo-1H-pyrimidine-6-carboxylic acid","PXQPEWDEAKTCGB-UHFFFAOYSA-N","C1=C(NC(=O)NC1=O)C(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Pyrimidinecarboxylic acids and derivatives; level 6: Pyrimidinecarboxylic acids","Orotic acid"
"349","O-Succinylhomoserine","O-Succinyl-L-homoserine; O4-Succinyl-L-homoserine; O-Succinylhomoserine","ChEBI:16160",NA,NA,NA,NA,"Succinylhomoserine"
"351","Oxalic acid","Oxalate; Oxalic acid; Ethanedioic acid","ChEBI:16995","oxalic acid","MUBZPKHOEPUJKR-UHFFFAOYSA-N","C(=O)(C(=O)O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Dicarboxylic acids and derivatives","Oxalic acid"
"352","Palmitoyl-L-carnitine","L-Palmitoylcarnitine","ChEBI:17490",NA,NA,NA,NA,"Palmitoylcarnitine"
"353","Palmitoyl-L-carnitine, 13C16",NA,NA,NA,NA,NA,NA,"Palmitoylcarnitine 13C16"
"354","Pantothenic acid","Pantothenate; Pantothenic acid; (R)-Pantothenate","ChEBI:29032","3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid","GHOKWGTUZJEAQD-ZETCQYMHSA-N","CC(C)(CO)C(C(=O)NCCC(=O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Alcohols and polyols; level 5: Secondary alcohols","Pantothenic acid"
"355","p-Coumaric acid","4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate","ChEBI:32374","(E)-3-(4-hydroxyphenyl)prop-2-enoic acid","NGSWKAQJJWESNS-ZZXKWVIFSA-N","C1=CC(=CC=C1C=CC(=O)O)O","kingdom: Organic compounds; superclass: Phenylpropanoids and polyketides; class: Cinnamic acids and derivatives; subclass: Hydroxycinnamic acids and derivatives; level 5: Hydroxycinnamic acids","p Coumaric acid"
"356","Phosphatidylcholine diacylglycerol 16:0-18:2",NA,"CHEBI:64516",NA,NA,NA,NA,"PC DAG 16s0_18s2"
"358","Phosphatidylserine diacylglycerol 18:0-18:1",NA,"CHEBI:136256",NA,NA,NA,NA,"PS DAG 18s0_18s1"
"360","Phosphocholine","Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine","ChEBI:18132","trimethyl(2-phosphonooxyethyl)azanium","YHHSONZFOIEMCP-UHFFFAOYSA-O","C[N+](C)(C)CCOP(=O)(O)O","kingdom: Organic compounds; superclass: Organic nitrogen compounds; class: Organonitrogen compounds; subclass: Quaternary ammonium salts; level 5: Cholines; level 6: Phosphocholines","Phosphocholine"
"361","Phosphoenolpyruvic acid","Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP","ChEBI:18021","2-phosphonooxyprop-2-enoic acid","DTBNBXWJWCWCIK-UHFFFAOYSA-N","C=C(C(=O)O)OP(=O)(O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic phosphoric acids and derivatives; subclass: Phosphate esters","Phosphoenolpyruvic acid"
"362","Phytonadione","Phylloquinone; Vitamin K1; Phytonadione; 2-Methyl-3-phytyl-1,4-naphthoquinone","ChEBI:18067","2-methyl-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione","MBWXNTAXLNYFJB-NKFFZRIASA-N","CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin K compounds; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin K compounds","Phytonadione"
"364","Pipecolic acid","L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid","ChEBI:30633","piperidine-2-carboxylic acid","HXEACLLIILLPRG-UHFFFAOYSA-N","C1CCNC(C1)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids","Pipecolic acid"
"366","Proline betaine","Stachydrine; Proline betaine; L-Proline betaine","ChEBI:35280","(2S)-1,1-dimethylpyrrolidin-1-ium-2-carboxylate","CMUNUTVVOOHQPW-LURJTMIESA-N","C[N+]1(CCCC1C(=O)[O-])C","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Proline and derivatives","Proline betaine"
"367","Propionyl-CoA","Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A","ChEBI:15539","S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] propanethioate","QAQREVBBADEHPA-IEXPHMLFSA-N","CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs","Propionyl CoA"
"368","Propionylglycine",NA,"CHEBI:89836","2-(propanoylamino)acetic acid","WOMAZEJKVZLLFE-UHFFFAOYSA-N","CCC(=O)NCC(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives; level 8: N-acyl-alpha amino acids","Propionylglycine"
"369","Pyridoxal","Pyridoxal","ChEBI:17310","3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde","RADKZDMFGJYCBB-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)C=O)CO","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridine carboxaldehydes; level 5: Pyridoxals and derivatives","Pyridoxal"
"370","Pyridoxal phosphate","Pyridoxal phosphate; Pyridoxal 5'-phosphate; Pyridoxal 5-phosphate; PLP","ChEBI:18405","(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate","NGVDGCNFYWLIFO-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridine carboxaldehydes; level 5: Pyridoxals and derivatives","Pyridoxal phosphate"
"371","Pyridoxal, 2H3",NA,NA,NA,NA,NA,NA,"Pyridoxal 2H3"
"372","Pyridoxamine","Pyridoxamine; PM","ChEBI:16410","4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol","NHZMQXZHNVQTQA-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)CN)CO","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridoxamines; level 5: Pyridoxamine 5'-phosphates","Pyridoxamine"
"373","Pyridoxine","Pyridoxine; Pyridoxol","ChEBI:16709","4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol","LXNHXLLTXMVWPM-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)CO)CO","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridoxines","Pyridoxine"
"374","Retinal","Retinal; Vitamin A aldehyde; Retinene; all-trans-Retinal; all-trans-Vitamin A aldehyde; all-trans-Retinene","ChEBI:17898","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal","NCYCYZXNIZJOKI-OVSJKPMPSA-N","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids","Retinal"
"376","Retinoic acid","Retinoate; Retinoic acid; Vitamin A acid; all-trans-Retinoate; Acide retinoique (French) (DSL); Tretinoine (French) (EINECS); 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; beta-Retinoic acid; AGN 100335; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; Ro 1-5488; trans-Retinoic acid; Tretin M; all-trans-Vitamin A1 acid","ChEBI:15367","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","SHGAZHPCJJPHSC-YCNIQYBTSA-N","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids","Retinoic acid"
"378","Riboflavin","Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2","ChEBI:17015","7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione","AUNGANRZJHBGPY-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pteridines and derivatives; subclass: Alloxazines and isoalloxazines; level 5: Flavins","Riboflavin"
"379","Riboflavin-5-phosphate","FMN; Riboflavin-5-phosphate; Flavin mononucleotide","ChEBI:17621","[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate","FVTCRASFADXXNN-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides","RMP"
"383","Riboflavin-dioxopyrimidine, 13C4, 15N2",NA,NA,NA,NA,NA,NA,"Vitamin B12 13C4 15N2"
"384","S-Adenosylhomocysteine","S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine","ChEBI:16680","(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid","ZJUKTBDSGOFHSH-WFMPWKQPSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides","SAH"
"386","S-Adenosylmethionine","S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM","ChEBI:15414","(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate","MEFKEPWMEQBLKI-AIRLBKTGSA-N","C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides","SAM"
"388","Salicylic acid","Salicylate; o-Hydroxybenzoic acid; Salicylic acid","ChEBI:16914","2-hydroxybenzoic acid","YGSDEFSMJLZEOE-UHFFFAOYSA-N","C1=CC=C(C(=C1)C(=O)O)O","kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Benzoic acids and derivatives; level 5: Hydroxybenzoic acid derivatives; level 6: Salicylic acid and derivatives; level 7: Salicylic acids","Salicylic acid"
"389","Sarcosine","Sarcosine; N-Methylglycine","ChEBI:15611","2-(methylamino)acetic acid","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","CNCC(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids","Sarcosine"
"390","S-Farnesyl-L-cysteine methyl ester",NA,"CHEBI:87167","methyl (2R)-2-amino-3-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]sulfanylpropanoate","SIEHZFPZQUNSAS-GCVUPTOQSA-N","CC(=CCCC(=CCCC(=CCSCC(C(=O)OC)N)C)C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Sesquiterpenoids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Sesquiterpenoids","S Fcme"
"392","Shikimic acid","Shikimate; Shikimic acid; 3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid","ChEBI:16119","(3R,4S,5R)-3,4,5-trihydroxycyclohexene-1-carboxylic acid","JXOHGGNKMLTUBP-HSUXUTPPSA-N","C1C(C(C(C=C1C(=O)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Alcohols and polyols; level 5: Cyclic alcohols and derivatives; level 6: Cyclitols and derivatives; level 7: Shikimic acids and derivatves","Shikimic acid"
"393","Sinapic acid","Sinapate; Sinapic acid; 3,5-Dimethoxy-4-hydroxycinnamic acid","ChEBI:15714","(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoic acid","PCMORTLOPMLEFB-ONEGZZNKSA-N","COC1=CC(=CC(=C1O)OC)C=CC(=O)O","kingdom: Organic compounds; superclass: Phenylpropanoids and polyketides; class: Cinnamic acids and derivatives; subclass: Hydroxycinnamic acids and derivatives; level 5: Hydroxycinnamic acids","Sinapic acid"
"394","Sodium 2-mercaptoethanesulfonate",NA,NA,"sodium;2-sulfanylethanesulfonate","XOGTZOOQQBDUSI-UHFFFAOYSA-M","C(CS(=O)(=O)[O-])S.[Na+]","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids","MESNA"
"395","Squalene","Squalene; Spinacene; Supraene","ChEBI:15440","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene","YYGNTYWPHWGJRM-AAJYLUCBSA-N","CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Triterpenoids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Triterpenoids","Squalene"
"397","Succinic acid","Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid","ChEBI:15741","butanedioic acid","KDYFGRWQOYBRFD-UHFFFAOYSA-N","C(CC(=O)O)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Dicarboxylic acids and derivatives","Succinic acid"
"398","Succinic acid, 2H4",NA,NA,NA,NA,NA,NA,"Succinic acid 2H4"
"399","Succinic semialdehyde","Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate","ChEBI:16265","4-oxobutanoic acid","UIUJIQZEACWQSV-UHFFFAOYSA-N","C(CC(=O)O)C=O","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acids and conjugates; level 5: Straight chain fatty acids","Succinic semialdehyde"
"400","Succinyl-CoA","Succinyl-CoA; Succinyl coenzyme A","ChEBI:15380","4-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonatooxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutanoate","VNOYUJKHFWYWIR-ITIYDSSPSA-I","CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acyl thioesters; level 5: Acyl CoAs","Succinyl CoA"
"401","Succinylglycine",NA,NA,"4-(carboxymethylamino)-4-oxobutanoic acid","HQESMQVYRAJTEA-UHFFFAOYSA-N","C(CC(=O)O)C(=O)NCC(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives; level 8: N-acyl-alpha amino acids","Succinylglycine"
"402","Sucrose","Sucrose; Cane sugar; Saccharose; 1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside","ChEBI:17992","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","CZMRCDWAGMRECN-UGDNZRGBSA-N","C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Glycosyl compounds; level 6: O-glycosyl compounds","Sucrose"
"403","Sucrose, 13C12",NA,NA,NA,NA,NA,NA,"Sucrose 13C"
"404","Sulfanilic acid","4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid","ChEBI:27500","4-aminobenzenesulfonic acid","HVBSAKJJOYLTQU-UHFFFAOYSA-N","C1=CC(=CC=C1N)S(=O)(=O)O","kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Benzenesulfonic acids and derivatives","Sulfanilic acid"
"405","Sulfoacetic acid","Sulfoacetate; Sulfoacetic acid","ChEBI:50519","2-sulfoacetic acid","AGGIJOLULBJGTQ-UHFFFAOYSA-N","C(C(=O)O)S(=O)(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids","Sulfoacetic acid"
"406","Sulfoacetic acid, 13C2",NA,NA,NA,NA,NA,NA,"Sulfoacetic acid 13C2"
"407","Sulfolactic acid","(2R)-3-Sulfolactate; (R)-3-Sulfolactate","ChEBI:48291","2-hydroxy-2-sulfopropanoic acid","COMVEZIIQHBEJL-UHFFFAOYSA-N","CC(C(=O)O)(O)S(=O)(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Hydroxy acids and derivatives; subclass: Alpha hydroxy acids and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Hydroxy acids and derivatives; subclass: Alpha hydroxy acids and derivatives","Sulfolactic acid"
"408","Sulfoquinovosyldiacylglycerol 16:0-18:3",NA,"CHEBI:141275",NA,NA,NA,NA,"SQDG 16s0_18s3"
"410","Syringaldehyde",NA,"CHEBI:67380","4-hydroxy-3,5-dimethoxybenzaldehyde","KCDXJAYRVLXPFO-UHFFFAOYSA-N","COC1=CC(=CC(=C1O)OC)C=O","kingdom: Organic compounds; superclass: Benzenoids; class: Phenols; subclass: Methoxyphenols","Syringaldehyde"
"411","Syringic acid","Syringic acid; Syringate; 4-Hydroxy-3,5-dimethoxybenzoate; Gallic acid 3,5-dimethyl ether","ChEBI:68329","4-hydroxy-3,5-dimethoxybenzoic acid","JMSVCTWVEWCHDZ-UHFFFAOYSA-N","COC1=CC(=CC(=C1O)OC)C(=O)O","kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Benzoic acids and derivatives; level 5: Hydroxybenzoic acid derivatives; level 6: Gallic acid and derivatives","Syringic acid"
"412","Taurine","Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid","ChEBI:15891","2-aminoethanesulfonic acid","XOAAWQZATWQOTB-UHFFFAOYSA-N","C(CS(=O)(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids","Taurine"
"414","Taurine, 2H4",NA,NA,NA,NA,NA,NA,"Taurine 2H4"
"415","Taurocyamine","Taurocyamine","ChEBI:17228","2-(diaminomethylideneamino)ethanesulfonic acid","JKLRIMRKZBSSED-UHFFFAOYSA-N","C(CS(=O)(=O)O)N=C(N)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids","Taurocyamine"
"417","Thiamine","Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor","ChEBI:18385","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol","JZRWCGZRTZMZEH-UHFFFAOYSA-N","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines","Thiamine"
